B. malayi Gene stable ID,B. malayi Gene name,B. malayi Transcript stable ID,B. malayi Chromosome/scaffold name,B. malayi Gene start (bp),B. malayi Gene end (bp),C. elegans (PRJNA13758) [WS258] gene stable ID,C. elegans (PRJNA13758) [WS258] gene name,C. elegans (PRJNA13758) [WS258] chromosome/scaffold,C. elegans (PRJNA13758) [WS258] start (bp),C. elegans (PRJNA13758) [WS258] end (bp),Homology type,% identity,O. volvulus (PRJEB513) [WS258] gene stable ID,O. volvulus (PRJEB513) [WS258] gene name,O. volvulus (PRJEB513) [WS258] chromosome/scaffold,O. volvulus (PRJEB513) [WS258] start (bp),O. volvulus (PRJEB513) [WS258] end (bp),Homology type,% identity
WBGene00226370,Bma-mlt-11,Bm6109a,Bm_v4_Chr4_scaffold_001,9849025,9886003,WBGene00012186,mlt-11,V,20667209,20678513,ortholog_one2one,23.2566,WBGene00244076,OVOC7267,OVOC_OM2,23488245,23504561,ortholog_one2one,51.4145
WBGene00226370,Bma-mlt-11,Bm6109b,Bm_v4_Chr4_scaffold_001,9849025,9886003,WBGene00012186,mlt-11,V,20667209,20678513,ortholog_one2one,23.2566,WBGene00244076,OVOC7267,OVOC_OM2,23488245,23504561,ortholog_one2one,51.4145
WBGene00226370,Bma-mlt-11,Bm6109c,Bm_v4_Chr4_scaffold_001,9849025,9886003,WBGene00012186,mlt-11,V,20667209,20678513,ortholog_one2one,23.2566,WBGene00244076,OVOC7267,OVOC_OM2,23488245,23504561,ortholog_one2one,51.4145
WBGene00226371,Bma-lem-2,Bm6110,Bm_v4_ChrX_scaffold_001,9625270,9630997,WBGene00002275,lem-2,II,14063450,14066170,ortholog_one2one,21.374,WBGene00240968,Ovo-lem-2,OVOC_OM2,2683350,2690033,ortholog_one2one,67.9389
WBGene00226372,Bm6111,Bm6111,Bm_v4_ChrX_scaffold_001,6989406,6993963,WBGene00001393,fat-1,IV,13315644,13318811,ortholog_one2many,48.2385,WBGene00241463,Ovo-fat-1,OVOC_OM2,6048674,6053994,ortholog_one2one,83.7398
WBGene00226372,Bm6111,Bm6111,Bm_v4_ChrX_scaffold_001,6989406,6993963,WBGene00001394,fat-2,IV,13323850,13326394,ortholog_one2many,52.0325,WBGene00241463,Ovo-fat-1,OVOC_OM2,6048674,6053994,ortholog_one2one,83.7398
WBGene00226374,Bm6113,Bm6113,Bm_v4_Chr3_scaffold_001,10649013,10650666,WBGene00012192,W02A11.1,I,12730011,12732753,ortholog_one2one,47.2119,WBGene00238547,OVOC1738,OVOC_OM1b,12487590,12492175,ortholog_one2one,81.4126
WBGene00226377,Bma-uba-2,Bm6116a,Bm_v4_Chr4_scaffold_001,1262034,1266041,WBGene00006700,uba-2,I,12741588,12749318,ortholog_one2one,44.062,WBGene00242976,Ovo-uba-2,OVOC_OM2,15922159,15927545,ortholog_one2one,83.4768
WBGene00226377,Bma-uba-2,Bm6116b,Bm_v4_Chr4_scaffold_001,1262034,1266041,WBGene00006700,uba-2,I,12741588,12749318,ortholog_one2one,44.062,WBGene00242976,Ovo-uba-2,OVOC_OM2,15922159,15927545,ortholog_one2one,83.4768
WBGene00226380,Bma-mlt-10,Bm6119,Bm_v4_Chr2_contig_001,14145231,14149323,WBGene00015646,mlt-10,II,546705,552031,ortholog_one2one,35.5837,WBGene00249287,Ovo-mlt-10,OVOC_OO_000034,9974,14865,ortholog_one2one,69.1983
WBGene00226381,Bma-hot-3,Bm6120,Bm_v4_Chr2_contig_001,6410988,6412849,WBGene00001988,hot-3,II,13930648,13931997,ortholog_one2one,45.977,WBGene00247145,Ovo-hot-3,OVOC_OM4,6015810,6016816,ortholog_one2one,70.6897
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00013126,mltn-2,I,11018571,11025653,ortholog_many2many,25.8015,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00021449,mltn-7,V,370333,373800,ortholog_many2many,31.4504,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00021451,mltn-8,V,374408,379672,ortholog_many2many,31.6031,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00044074,mltn-5,II,13925268,13930516,ortholog_many2many,33.2824,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00012199,mltn-3,II,13916340,13919838,ortholog_many2many,33.1298,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00021450,mltn-6,V,364950,369088,ortholog_many2many,32.2137,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00012310,mltn-11,V,16638966,16641637,ortholog_many2many,28.7023,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00009311,mltn-1,II,13139465,13145225,ortholog_many2many,33.7405,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00012200,mltn-4,II,13920555,13924724,ortholog_many2many,32.6718,WBGene00249364,OVOC12555,OVOC_OO_000054,31,15886,ortholog_many2many,77.7099
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00013126,mltn-2,I,11018571,11025653,ortholog_many2many,25.8015,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00021449,mltn-7,V,370333,373800,ortholog_many2many,31.4504,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00021451,mltn-8,V,374408,379672,ortholog_many2many,31.6031,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00044074,mltn-5,II,13925268,13930516,ortholog_many2many,33.2824,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00012199,mltn-3,II,13916340,13919838,ortholog_many2many,33.1298,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00021450,mltn-6,V,364950,369088,ortholog_many2many,32.2137,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00012310,mltn-11,V,16638966,16641637,ortholog_many2many,28.7023,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00009311,mltn-1,II,13139465,13145225,ortholog_many2many,33.7405,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226382,Bm6121,Bm6121,Bm_v4_Chr4_scaffold_001,569709,572781,WBGene00012200,mltn-4,II,13920555,13924724,ortholog_many2many,32.6718,WBGene00239160,OVOC2351,OVOC_OM1b,17801758,17810002,ortholog_many2many,68.855
WBGene00226383,Bm6122,Bm6122,Bm_v4_Chr3_scaffold_001,3438575,3467064,WBGene00001980,hmr-1,I,11075758,11134667,ortholog_one2one,48.6517,WBGene00237062,OVOC253,OVOC_OM1b,1913679,1983636,ortholog_one2one,82.6736
WBGene00226385,Bma-rsp-1,Bm6124,Bm_v4_Chr4_scaffold_001,5113248,5116500,WBGene00004698,rsp-1,II,11453362,11455864,ortholog_one2many,54.6713,WBGene00243518,OVOC6709,OVOC_OM2,19609448,19612894,ortholog_one2one,92.7336
WBGene00226385,Bma-rsp-1,Bm6124,Bm_v4_Chr4_scaffold_001,5113248,5116500,WBGene00004699,rsp-2,II,11451444,11452955,ortholog_one2many,46.3668,WBGene00243518,OVOC6709,OVOC_OM2,19609448,19612894,ortholog_one2one,92.7336
WBGene00226386,Bma-rga-1,Bm6125,Bm_v4_Chr2_contig_001,7211740,7215193,WBGene00012203,rga-1,II,11464892,11468653,ortholog_one2one,54.7672,WBGene00248342,Ovo-rga-1,OVOC_OM4,15249200,15253237,ortholog_one2one,87.1397
WBGene00226387,Bma-mfn-1,Bm6126,Bm_v4_ChrX_scaffold_001,10013431,10015231,WBGene00012204,mfn-1,II,11470010,11472033,ortholog_one2one,60.6557,WBGene00241037,Ovo-mfn-1,OVOC_OM2,3112050,3114626,ortholog_one2one,90.8197
WBGene00226388,Bm6127,Bm6127,Bm_v4_Chr2_contig_001,1121407,1123347,WBGene00012205,W02B12.10,II,11472135,11473571,ortholog_one2one,64.3411,WBGene00247671,OVOC10862,OVOC_OM4,10312203,10315812,ortholog_one2one,88.3721
WBGene00226389,Bm6128,Bm6128,Bm_v4_Chr2_contig_001,2893598,2897307,WBGene00012206,W02B12.11,II,11473861,11476019,ortholog_one2one,50.6053,WBGene00248029,OVOC11220,OVOC_OM4,12841799,12846796,ortholog_one2one,77.9661
WBGene00226390,Bm6129,Bm6129,Bm_v4_Chr2_contig_001,3953142,3957525,WBGene00012207,W02B12.12,II,11476757,11479176,ortholog_one2one,38.8571,WBGene00247905,OVOC11096,OVOC_OM4,11867430,11872493,ortholog_one2one,78
WBGene00226391,Bm6130,Bm6130,Bm_v4_Chr2_contig_001,1123811,1125387,WBGene00044026,cisd-1,II,11468552,11469624,ortholog_one2one,47.8261,WBGene00247672,OVOC10863,OVOC_OM4,10316127,10318102,ortholog_one2one,72.1739
WBGene00226393,Bm6132,Bm6132,Bm_v4_ChrX_scaffold_001,15366269,15368536,WBGene00020929,W02C12.2,IV,4005477,4007848,ortholog_one2one,26.6667,WBGene00240050,OVOC3241,OVOC_OM1b,23890853,23894287,ortholog_one2one,68.75
WBGene00226394,Bma-hlh-30,Bm6133a,Bm_v4_ChrX_scaffold_001,11480113,11483163,WBGene00020930,hlh-30,IV,4014799,4028127,ortholog_one2one,39.2683,WBGene00240746,Ovo-hlh-30,OVOC_OM2,1046685,1059117,ortholog_one2one,89.5122
WBGene00226394,Bma-hlh-30,Bm6133b,Bm_v4_ChrX_scaffold_001,11480113,11483163,WBGene00020930,hlh-30,IV,4014799,4028127,ortholog_one2one,39.2683,WBGene00240746,Ovo-hlh-30,OVOC_OM2,1046685,1059117,ortholog_one2one,89.5122
WBGene00226395,Bma-cytb-5.2,Bm6134,Bm_v4_ChrX_scaffold_001,17749870,17751083,WBGene00020931,cytb-5.2,I,6741274,6741877,ortholog_one2one,39.5833,WBGene00239793,Ovo-cytb-5.2,OVOC_OM1b,21843257,21848297,ortholog_one2one,74.3056
WBGene00226396,Bm6135,Bm6135,Bm_v4_Chr3_scaffold_001,9706476,9711177,WBGene00020932,dhod-1,I,6736680,6741175,ortholog_one2one,45.2685,WBGene00237281,Ovo-dhod-1,OVOC_OM1b,3426196,3433319,ortholog_one2one,75.1918
WBGene00226397,Bma-mec-6,Bm6136,Bm_v4_Chr3_scaffold_001,2844756,2847564,WBGene00003170,mec-6,I,6724917,6728330,ortholog_one2one,39.1781,WBGene00248643,Ovo-mec-6,OVOC_OM1a,1800175,1993949,ortholog_one2one,64.6575
WBGene00226398,Bma-unc-37,Bm6137a,Bm_v4_Chr3_scaffold_001,7880954,7889148,WBGene00006773,unc-37,I,6742293,6745341,ortholog_one2one,43.2348,WBGene00237873,Ovo-unc-37,OVOC_OM1b,7029300,7042076,ortholog_one2one,97.8227
WBGene00226398,Bma-unc-37,Bm6137b,Bm_v4_Chr3_scaffold_001,7880954,7889148,WBGene00006773,unc-37,I,6742293,6745341,ortholog_one2one,43.2348,WBGene00237873,Ovo-unc-37,OVOC_OM1b,7029300,7042076,ortholog_one2one,97.8227
WBGene00226399,Bm6138,Bm6138,Bm_v4_Chr1_scaffold_001,7823111,7832053,WBGene00020935,fnci-1,I,6745991,6753031,ortholog_one2one,21.8654,WBGene00245331,Ovo-fnci-1,OVOC_OM3,7793831,7802686,ortholog_one2one,81.0398
WBGene00226400,Bm6139,Bm6139,Bm_v4_Chr3_scaffold_001,6400290,6400956,WBGene00020937,W02D3.12,I,6741984,6742358,ortholog_one2one,46.4646,WBGene00238195,OVOC1386,OVOC_OM1b,9579957,9580483,ortholog_one2one,76.7677
WBGene00226401,Bm6140,Bm6140,Bm_v4_Chr4_scaffold_001,7152239,7157552,WBGene00004181,pri-2,I,12528312,12532182,ortholog_one2one,38.2979,WBGene00243730,Ovo-pri-2,OVOC_OM2,20910085,20915390,ortholog_one2one,81.2379
WBGene00226402,Bm6141,Bm6141,Bm_v4_Chr4_scaffold_001,9673880,9676114,WBGene00012208,W02D9.2,I,12532669,12534400,ortholog_one2one,44.1077,WBGene00244111,OVOC7302,OVOC_OM2,23691930,23694573,ortholog_one2one,82.8283
WBGene00226403,Bm6142,Bm6142,Bm_v4_Chr2_contig_001,5797008,5798928,WBGene00020947,W02F12.2,V,6695147,6697652,ortholog_one2one,46.6216,WBGene00247615,OVOC10806,OVOC_OM4,9927464,9930250,ortholog_one2one,70.6081
WBGene00226404,Bm6143,Bm6143,Bm_v4_Chr4_scaffold_001,9016599,9019564,WBGene00020949,W02F12.4,V,6704551,6706932,ortholog_one2one,22.7378,WBGene00244180,OVOC7371,OVOC_OM2,24195856,24199509,ortholog_one2one,77.4942
WBGene00226405,Bma-ndx-2,Bm6144,Bm_v4_ChrX_scaffold_001,21955552,21957444,WBGene00003579,ndx-2,V,2662964,2665003,ortholog_one2one,45.098,WBGene00239377,Ovo-ndx-2,OVOC_OM1b,19161994,19163907,ortholog_one2one,83.8235
WBGene00226406,Bma-kel-8,Bm6145,Bm_v4_Chr4_scaffold_001,6085924,6093843,WBGene00020952,kel-8,V,2671464,2688500,ortholog_one2one,45.0581,WBGene00243324,Ovo-kel-8,OVOC_OM2,18316556,18322100,ortholog_one2one,94.0407
WBGene00226407,Bm6146,Bm6146,Bm_v4_Chr4_scaffold_001,6081758,6084036,WBGene00020953,W02G9.3,V,2672986,2674026,ortholog_one2one,34.7328,WBGene00243323,OVOC6514,OVOC_OM2,18310346,18312626,ortholog_one2one,82.4427
WBGene00226408,Bma-angl-1,Bm6147,Bm_v4_Chr4_scaffold_001,12473111,12480488,WBGene00020955,angl-1,V,2653079,2662655,ortholog_one2one,19.3709,WBGene00244240,Ovo-angl-1,OVOC_OM2,24676841,24686431,ortholog_one2one,71.1921
WBGene00226409,Bm6148,Bm6148,Bm_v4_Chr4_scaffold_001,1174287,1179799,WBGene00020962,W02H5.8,V,2647037,2652712,ortholog_one2one,43.8356,WBGene00242960,OVOC6151,OVOC_OM2,15826258,15835062,ortholog_one2one,85.9589
WBGene00226410,Bma-ceh-10,Bm6149,Bm_v4_Chr1_scaffold_001,12826151,12829223,WBGene00000435,ceh-10,III,5799073,5801109,ortholog_one2one,48.9583,WBGene00244490,Ovo-ceh-10,OVOC_OM3,1362565,1366304,ortholog_one2one,87.1528
WBGene00226412,Bm6151,Bm6151a,Bm_v4_ChrX_scaffold_001,18758436,18765755,WBGene00020966,W03A5.1,III,5407888,5413177,ortholog_one2one,30.119,WBGene00239618,OVOC2809,OVOC_OM1b,20671316,20680961,ortholog_one2one,64.6429
WBGene00226412,Bm6151,Bm6151b,Bm_v4_ChrX_scaffold_001,18758436,18765755,WBGene00020966,W03A5.1,III,5407888,5413177,ortholog_one2one,30.119,WBGene00239618,OVOC2809,OVOC_OM1b,20671316,20680961,ortholog_one2one,64.6429
WBGene00226414,Bma-dnj-24,Bm6153,Bm_v4_Chr1_scaffold_001,9383507,9386879,WBGene00001042,dnj-24,III,5415556,5419565,ortholog_one2one,37.6,WBGene00245446,Ovo-dnj-24,OVOC_OM3,8427227,8438360,ortholog_one2one,77.6
WBGene00226415,Bma-lin-29,Bm6154,Bm_v4_Chr2_contig_001,6362358,6365577,WBGene00003015,lin-29,II,11917642,11935343,ortholog_one2one,53.5168,WBGene00247150,Ovo-lin-29,OVOC_OM4,6073032,6080097,ortholog_one2one,97.5535
WBGene00226416,Bm6155,Bm6155,Bm_v4_Chr4_scaffold_001,12422907,12425889,WBGene00003228,mex-1,II,11968637,11972334,ortholog_one2many,22.372,WBGene00244248,OVOC7439,OVOC_OM2,24736691,24741479,ortholog_one2one,55.7951
WBGene00226417,Bm6156,Bm6156,Bm_v4_Chr2_contig_001,140309,141941,WBGene00003955,pcn-1,IV,4047937,4049448,ortholog_one2one,73.8636,WBGene00248278,Ovo-pcn-1,OVOC_OM4,14810446,14811689,ortholog_one2one,96.5909
WBGene00226418,Bma-gsp-2,Bm6157.1,Bm_v4_Chr1_scaffold_001,33682,36740,WBGene00001748,gsp-2,III,7336587,7338765,ortholog_one2one,95.1662,WBGene00246254,Ovo-gsp-2,OVOC_OM3,14769808,14773972,ortholog_one2one,99.3958
WBGene00226418,Bma-gsp-2,Bm6157.2,Bm_v4_Chr1_scaffold_001,33682,36740,WBGene00001748,gsp-2,III,7336587,7338765,ortholog_one2one,95.1662,WBGene00246254,Ovo-gsp-2,OVOC_OM3,14769808,14773972,ortholog_one2one,99.3958
WBGene00226422,Bm6161,Bm6161,Bm_v4_Chr4_scaffold_001,6625783,6628914,WBGene00006586,tni-4,IV,5204591,5207138,ortholog_one2one,57.2052,WBGene00243637,Ovo-tni-4,OVOC_OM2,20330975,20332925,ortholog_one2one,63.3188
WBGene00226423,Bm6162,Bm6162,Bm_v4_Chr2_contig_001,4470041,4475758,WBGene00020994,W03F8.4,IV,5184123,5185240,ortholog_one2one,54.359,WBGene00247100,OVOC10291,OVOC_OM4,5758024,5761548,ortholog_one2one,85.1282
WBGene00226424,Bma-lam-1,Bm6163a,Bm_v4_ChrX_scaffold_001,11086552,11098379,WBGene00002247,lam-1,IV,5173280,5183708,ortholog_one2one,59.2861,WBGene00240803,OVOC3994,OVOC_OM2,1450440,1462612,ortholog_one2one,90.7975
WBGene00226424,Bma-lam-1,Bm6163b,Bm_v4_ChrX_scaffold_001,11086552,11098379,WBGene00002247,lam-1,IV,5173280,5183708,ortholog_one2one,59.2861,WBGene00240803,OVOC3994,OVOC_OM2,1450440,1462612,ortholog_one2one,90.7975
WBGene00226428,Bma-afd-1,Bm6167a,Bm_v4_Chr3_scaffold_001,4261040,4282136,WBGene00021009,afd-1,I,2160042,2209629,ortholog_one2one,26.476,WBGene00236932,Ovo-afd-1,OVOC_OM1b,983341,1007481,ortholog_one2one,70.42
WBGene00226428,Bma-afd-1,Bm6167b,Bm_v4_Chr3_scaffold_001,4261040,4282136,WBGene00021009,afd-1,I,2160042,2209629,ortholog_one2one,26.476,WBGene00236932,Ovo-afd-1,OVOC_OM1b,983341,1007481,ortholog_one2one,70.42
WBGene00226429,Bma-pig-1,Bm6168,Bm_v4_ChrX_scaffold_001,4674048,4678733,WBGene00021012,pig-1,IV,506737,519457,ortholog_one2one,50.2134,WBGene00241887,Ovo-pig-1,OVOC_OM2,8647215,8652061,ortholog_one2one,85.4908
WBGene00226430,Bma-snf-1,Bm6169a,Bm_v4_Chr3_scaffold_001,65130,74773,WBGene00004900,snf-1,I,4980307,4983958,ortholog_one2one,47.2527,WBGene00236832,Ovo-snf-1,OVOC_OM1b,203903,216853,ortholog_one2one,83.8305
WBGene00226430,Bma-snf-1,Bm6169b,Bm_v4_Chr3_scaffold_001,65130,74773,WBGene00004900,snf-1,I,4980307,4983958,ortholog_one2one,47.2527,WBGene00236832,Ovo-snf-1,OVOC_OM1b,203903,216853,ortholog_one2one,83.8305
WBGene00226431,Bm6170,Bm6170,Bm_v4_ChrX_scaffold_001,13436071,13441867,WBGene00021555,Y45G5AM.2,V,4175882,4181357,ortholog_one2many,34.7403,WBGene00240102,OVOC3293,OVOC_OM1b,24269955,24276636,ortholog_one2one,83.9286
WBGene00226431,Bm6170,Bm6170,Bm_v4_ChrX_scaffold_001,13436071,13441867,WBGene00000155,app-1,I,4964667,4967089,ortholog_one2many,46.1039,WBGene00240102,OVOC3293,OVOC_OM1b,24269955,24276636,ortholog_one2one,83.9286
WBGene00226432,Bm6171,Bm6171a,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00012307,W06F12.3,III,13735071,13736541,ortholog_one2many,36.7847,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171a,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00011466,T05C12.1,II,8173680,8174866,ortholog_one2many,32.97,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171b,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00012307,W06F12.3,III,13735071,13736541,ortholog_one2many,36.7847,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171b,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00011466,T05C12.1,II,8173680,8174866,ortholog_one2many,32.97,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171c,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00012307,W06F12.3,III,13735071,13736541,ortholog_one2many,36.7847,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171c,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00011466,T05C12.1,II,8173680,8174866,ortholog_one2many,32.97,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171d,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00012307,W06F12.3,III,13735071,13736541,ortholog_one2many,36.7847,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171d,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00011466,T05C12.1,II,8173680,8174866,ortholog_one2many,32.97,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171e,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00012307,W06F12.3,III,13735071,13736541,ortholog_one2many,36.7847,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226432,Bm6171,Bm6171e,Bm_v4_Chr4_scaffold_001,253878,257557,WBGene00011466,T05C12.1,II,8173680,8174866,ortholog_one2many,32.97,WBGene00242992,OVOC6183,OVOC_OM2,16069311,16072952,ortholog_one2one,76.5668
WBGene00226433,Bm6172,Bm6172,Bm_v4_ChrX_scaffold_001,22109988,22112851,WBGene00003907,paf-2,X,4291475,4297630,ortholog_one2many,37.7451,WBGene00249593,OVOC12784,OVOC_OO_000163,122,4317,ortholog_one2many,65.4412
WBGene00226433,Bm6172,Bm6172,Bm_v4_ChrX_scaffold_001,22109988,22112851,WBGene00003906,paf-1,I,4984760,4986739,ortholog_one2many,36.0294,WBGene00249593,OVOC12784,OVOC_OO_000163,122,4317,ortholog_one2many,65.4412
WBGene00226433,Bm6172,Bm6172,Bm_v4_ChrX_scaffold_001,22109988,22112851,WBGene00003907,paf-2,X,4291475,4297630,ortholog_one2many,37.7451,WBGene00239345,OVOC2536,OVOC_OM1b,18997169,18999563,ortholog_one2many,52.2059
WBGene00226433,Bm6172,Bm6172,Bm_v4_ChrX_scaffold_001,22109988,22112851,WBGene00003906,paf-1,I,4984760,4986739,ortholog_one2many,36.0294,WBGene00239345,OVOC2536,OVOC_OM1b,18997169,18999563,ortholog_one2many,52.2059
WBGene00226433,Bm6172,Bm6172,Bm_v4_ChrX_scaffold_001,22109988,22112851,WBGene00003907,paf-2,X,4291475,4297630,ortholog_one2many,37.7451,WBGene00238528,OVOC1719,OVOC_OM1b,12319081,12322210,ortholog_one2many,61.5196
WBGene00226433,Bm6172,Bm6172,Bm_v4_ChrX_scaffold_001,22109988,22112851,WBGene00003906,paf-1,I,4984760,4986739,ortholog_one2many,36.0294,WBGene00238528,OVOC1719,OVOC_OM1b,12319081,12322210,ortholog_one2many,61.5196
WBGene00226434,Bm6173,Bm6173,Bm_v4_ChrX_scaffold_001,8297748,8301208,WBGene00012225,W03G11.3,X,12100196,12103812,ortholog_one2one,51.3238,WBGene00241256,OVOC4447,OVOC_OM2,4672795,4676461,ortholog_one2one,79.8371
WBGene00226435,Bma-cacn-1,Bm6174a,Bm_v4_ChrX_scaffold_001,14936199,14940339,WBGene00012230,cacn-1,II,14133397,14142289,ortholog_one2one,42.618,WBGene00240202,Ovo-cacn-1,OVOC_OM1b,25269937,25276110,ortholog_one2one,85.3881
WBGene00226435,Bma-cacn-1,Bm6174b,Bm_v4_ChrX_scaffold_001,14936199,14940339,WBGene00012230,cacn-1,II,14133397,14142289,ortholog_one2one,42.618,WBGene00240202,Ovo-cacn-1,OVOC_OM1b,25269937,25276110,ortholog_one2one,85.3881
WBGene00226436,Bm6175,Bm6175a,Bm_v4_Chr3_scaffold_001,8332015,8338923,WBGene00012234,W04A4.5,I,13663462,13674997,ortholog_one2one,26.5025,WBGene00237711,OVOC902,OVOC_OM1b,6021510,6035545,ortholog_one2one,84.2365
WBGene00226436,Bm6175,Bm6175b,Bm_v4_Chr3_scaffold_001,8332015,8338923,WBGene00012234,W04A4.5,I,13663462,13674997,ortholog_one2one,26.5025,WBGene00237711,OVOC902,OVOC_OM1b,6021510,6035545,ortholog_one2one,84.2365
WBGene00226437,Bm6176,Bm6176,Bm_v4_Chr3_scaffold_001,5151771,5155106,WBGene00012241,W04A8.6,I,13854632,13859699,ortholog_one2one,21.875,WBGene00237004,OVOC195,OVOC_OM1b,1551793,1558217,ortholog_one2one,88.75
WBGene00226439,Bma-mrpl-30,Bm6178,Bm_v4_Chr1_scaffold_001,8257953,8260447,WBGene00021021,mrpl-30,III,2406308,2410985,ortholog_one2one,42.4084,WBGene00245254,Ovo-mrpl-30,OVOC_OM3,7304807,7307040,ortholog_one2one,85.3403
WBGene00226440,Bm6179,Bm6179,Bm_v4_Chr4_scaffold_001,6304017,6305636,WBGene00021024,W04C9.2,I,488607,489905,ortholog_one2one,31.4607,WBGene00243577,OVOC6768,OVOC_OM2,19932398,19935400,ortholog_one2one,67.4157
WBGene00226441,Bma-atn-1,Bm6180,Bm_v4_Chr4_scaffold_001,6992474,6998986,WBGene00000228,atn-1,V,12478413,12484442,ortholog_one2one,73.6203,WBGene00243710,Ovo-atn-1,OVOC_OM2,20725020,20731769,ortholog_one2one,88.8521
